Datum,dH [mm],dH [mm].1,dH [mm].2,dH [mm].3,dH [mm].4,dH [mm].5,dH [mm].6,dH [mm].7,dH [mm].8,dH [mm].9,dH [mm].10,dH [mm].11,dH [mm].12,dH [mm].13,dH [mm].14,dH [mm].15,dH [mm].16,dH [mm].17,dH [mm].18,dH [mm].19,dH [mm].20,dH [mm].21,dH [mm].22,dH [mm].23,dH [mm].24,dH [mm].25,dH [mm].26,dH [mm].27,dH [mm].28,dH [mm].29,dH [mm].30,dH [mm].31,dH [mm].32,dH [mm].33,dH [mm].34,dH [mm].35,dH [mm].36,dH [mm].37,dH [mm].38,dH [mm].39,dH [mm].40,dH [mm].41,dH [mm].42,dH [mm].43,dH [mm].44,dH [mm].45,dH [mm].46,dH [mm].47,dH [mm].48,dH [mm].49,dH [mm].50,dH [mm].51,dH [mm].52,dH [mm].53,dH [mm].54,dH [mm].55,dH [mm].56,dH [mm].57,dH [mm].58,dH [mm].59,dH [mm].60,dH [mm].61,Unnamed: 63
05.02.2024 12:45,-5.1856,-5.0926,-4.9466,-4.8076,-5.1636,-4.5116,0.129,-0.383,-3.5126,-5.7586,-0.458,-1.263,-0.273,0.77,4.043,1.083,-0.7957,2.0613,0.9922,3.5994,-0.3396,3.4994,1.7384,2.0214,0.6234,-0.6796,-3.7756,1.7104,-4.6036,-5.0666,-3.1936,-5.5606,0.0,-4.5646,-4.1686,-4.0656,-5.0676,-3.2746,0.081,-0.3,-3.1266,-5.7306,0.952,0.727,-0.118,0.831,1.183,-2.4079,-2.817,-1.143,2.8057,0.2226,5.9994,1.8074,3.0704,3.1994,0.6114,0.0224,-4.3306,-4.9176,-3.3396,-4.5456,
05.02.2024 12:50,-3.6266,-3.6486,-3.4266,-3.3116,-4.2426,-3.2226,0.342,-0.329,-2.2866,-4.6276,-0.063,-0.893,0.893,1.567,4.38,1.942,0.0673,2.9216,1.8517,4.4644,0.2514,4.2254,1.6014,2.5804,1.0604,-0.1456,-3.0596,1.9404,-3.2146,-2.8996,-1.8366,-4.0246,0.0,-3.0246,-3.0896,-2.9056,-4.1116,-2.0716,0.254,0.806,-1.8386,-4.5786,1.333,1.199,0.538,1.271,1.643,-2.3684,-1.95,-0.24,3.6642,1.0778,6.7384,2.8064,3.9744,3.8694,0.8944,1.2984,-2.9466,-3.3066,-1.6046,-3.0426,
05.02.2024 12:55,-4.6554,-4.9024,-4.4984,-4.3064,-5.0614,-4.3304,-0.11,-0.583,-3.3244,-5.4654,-0.726,-1.511,0.065,1.057,3.547,0.904,-0.98,1.8838,0.813,3.4156,-0.1124,3.5686,1.4096,2.0206,0.8906,-0.0294,-3.6754,1.4856,-4.2244,-4.6064,-3.1204,-5.0474,0.0,-4.0224,-3.9994,-3.8834,-4.9164,-3.1584,-0.322,-0.723,-2.8274,-5.4004,0.743,0.491,0.161,0.6,0.834,-2.4438,-2.975,-1.327,2.626,0.0438,6.1566,1.8806,3.6676,3.3936,0.7716,0.0476,-3.8384,-4.3294,-2.9004,-4.2404,
05.02.2024 13:00,-3.8095,-3.9805,-3.5835,-3.5305,-4.3025,-3.4455,0.337,0.098,-2.4625,-4.7265,-0.252,-1.08,0.08,1.67,4.28,1.405,-0.4758,2.3842,1.315,3.9325,0.3305,4.2875,1.8815,2.5455,1.8915,0.6205,-2.8915,2.3935,-3.3585,-3.5625,-2.6515,-4.1725,0.0,-3.2265,-3.2315,-3.0235,-4.0165,-2.2615,0.357,0.366,-1.8815,-4.4975,1.436,1.469,0.529,1.113,1.535,-2.3756,-2.371,-0.781,3.1278,0.55,6.3875,2.1515,4.1165,3.9545,1.3155,0.4915,-3.0325,-3.5955,-2.2135,-3.2915,
05.02.2024 13:05,-3.1037,-3.2317,-2.8647,-2.7967,-3.4247,-2.8237,-0.161,-0.236,-1.8687,-4.0227,-0.607,-1.496,0.68,1.053,4.037,1.65,-0.2325,2.6287,1.5601,4.1773,0.5293,4.6413,2.4073,3.1183,2.1403,1.0263,-2.0977,3.0563,-2.7907,-2.8667,-2.1607,-3.6597,0.0,-2.4837,-2.5587,-2.2707,-3.3957,-1.5757,-0.035,-0.186,-1.1997,-3.8667,0.991,1.273,-0.337,0.867,1.21,-2.3896,-2.205,-0.509,3.3732,0.8086,6.8173,2.4673,4.5593,4.3383,1.5413,0.9423,-2.5707,-3.0557,-1.2947,-2.7517,
05.02.2024 13:10,-3.7655,-3.6975,-3.3635,-3.2095,-3.8255,-3.1585,-0.024,-0.024,-1.9155,-4.0815,-0.347,-1.179,0.147,1.187,4.079,1.719,-0.1643,2.6978,1.629,4.2415,0.3875,4.6805,2.2285,2.8525,1.7325,0.3165,-2.8185,2.0835,-3.1755,-4.3315,-2.5235,-4.2545,0.0,-3.1855,-2.8855,-2.6855,-3.6985,-1.8295,0.113,0.153,-1.6365,-4.3215,1.192,0.71,0.47,0.989,1.351,-2.3865,-2.102,-0.448,3.4413,0.864,6.9975,2.8215,4.6185,4.2375,1.3945,0.8795,-2.9095,-3.3595,-2.0165,-3.3315,
05.02.2024 13:15,-5.3905,-5.3375,-5.0825,-4.8875,-5.6295,-4.8525,-0.277,-1.13,-3.7555,-5.8985,-1.061,-1.948,-0.274,1.326,3.286,0.763,-1.1187,1.7438,0.6734,3.2805,-0.7135,3.7725,1.3135,1.7285,0.6095,-0.2585,-3.7175,1.1015,-4.4405,-5.3805,-3.9475,-5.7245,0.0,-4.8405,-4.6315,-4.4285,-5.4405,-3.6345,-0.326,-0.779,-3.2395,-5.9005,0.532,0.344,-0.209,0.323,0.609,-2.4772,-2.937,-1.389,2.4855,-0.1108,5.8245,1.8065,3.6125,3.2515,0.4775,0.1105,-4.4605,-5.2085,-3.7985,-4.8445,
05.02.2024 13:20,-3.0609,-3.2429,-2.8769,-2.6909,-3.3589,-2.7039,0.318,-0.542,-1.6649,-3.7539,-0.162,-1.147,0.757,1.515,4.206,1.649,-0.213,2.6292,1.5592,4.1671,0.5581,5.0681,2.7741,3.3631,1.9391,0.9701,-1.9179,2.7881,-2.7089,-3.8209,-2.0649,-3.5089,0.0,-2.4929,-2.5429,-2.1389,-3.3389,-1.4529,0.719,0.52,-1.0919,-3.7719,1.265,1.365,-0.209,1.135,1.517,-2.3688,-1.953,-0.46,3.3724,0.819,7.4431,3.2811,5.2151,4.9351,1.7781,1.6551,-2.2949,-3.3109,-1.2379,-2.6789,
05.02.2024 13:25,-2.0417,-2.0877,-1.7107,-1.4907,-2.1847,-1.5917,-0.095,-0.675,-0.5667,-2.6527,-0.589,-1.381,-0.383,1.446,4.111,2.583,0.7139,3.5656,2.4934,5.1173,1.9373,6.3433,4.0723,4.9073,3.3423,2.1103,-0.1357,4.0173,-1.7297,-2.1807,-0.1547,-2.4647,0.0,-1.4557,-1.3447,-0.9927,-2.1427,-0.2117,-0.646,-0.208,0.0653,-2.6377,0.545,0.218,0.265,0.933,1.315,-2.3801,-1.224,0.53,4.3064,1.7672,8.5603,4.1243,6.5273,6.3953,2.7113,2.6023,-1.2027,-2.2597,-0.3987,-1.5337,
05.02.2024 13:30,-3.1849,-3.2379,-2.8319,-2.8869,-3.3949,-2.8289,-0.207,-0.724,-1.6509,-3.8699,-0.706,-1.561,0.103,1.221,3.952,1.75,-0.135,2.7296,1.6593,4.2831,0.4491,5.1511,3.0031,3.0181,2.0271,1.3411,-2.1449,2.2411,-2.8709,-2.1499,-1.4549,-3.5509,0.0,-2.6439,-2.6369,-2.2689,-3.3379,-1.4779,-0.262,-0.793,-1.2719,-3.8039,0.668,0.26,-0.214,0.768,1.057,-2.4083,-2.04,-0.435,3.4734,0.937,7.2751,2.8191,5.1731,4.8221,1.4351,1.1401,-2.3259,-2.9819,-1.0149,-2.6359,
05.02.2024 13:35,-4.0875,-3.9765,-3.7445,-3.7705,-4.3905,-3.8705,-0.075,-0.055,-2.7655,-4.7065,-0.331,-1.356,0.06,0.746,3.851,1.74,-0.1401,2.7195,1.6491,4.2625,0.4945,5.3965,2.6055,3.2935,1.7785,1.4995,-2.6885,2.3975,-3.4635,-3.7825,-2.4805,-4.5215,0.0,-3.5605,-3.4595,-3.2665,-4.1575,-2.5785,-0.067,-0.211,-2.1335,-4.5795,1.044,1.198,-0.356,0.923,1.19,-2.3922,-2.108,-0.399,3.4631,0.8926,7.3125,2.6935,5.2825,4.5955,1.3685,1.1275,-3.1915,-3.5665,-2.2835,-3.5325,
05.02.2024 13:40,-1.962,-2.035,-1.532,-1.673,-2.289,-1.342,0.122,0.053,-0.148,-2.311,-0.572,-1.473,0.458,1.04,3.904,2.883,1.019,3.8634,2.7931,5.406,1.792,6.31,3.773,4.374,3.129,2.015,-1.075,3.376,-1.252,-1.162,-0.743,-2.199,0.0,-1.353,-1.249,-1.028,-1.914,-0.031,-0.058,-0.323,0.256,-2.358,1.052,0.639,0.506,0.889,1.263,-2.3862,-0.986,0.852,4.6068,2.0648,8.407,4.011,6.17,5.453,2.742,2.68,-1.056,-1.754,0.368,-1.423,
05.02.2024 13:45,-4.7144,-4.7564,-4.6814,-4.5314,-5.0044,-4.4794,-0.119,0.04,-3.4584,-5.4514,-0.733,-1.649,0.095,1.125,3.765,1.587,-0.2856,2.5681,1.4973,4.1096,-0.0454,4.3596,1.6356,2.3396,0.9906,0.6356,-3.0734,2.3376,-4.0984,-4.8864,-2.8684,-5.1044,0.0,-4.1244,-3.9834,-3.8114,-5.0534,-3.2074,0.004,-0.822,-2.9044,-5.5274,0.764,0.598,0.768,0.668,0.935,-2.4149,-2.203,-0.468,3.3114,0.7772,6.4946,2.0636,4.4276,3.9126,0.7346,0.6926,-3.9514,-4.6304,-2.5914,-4.2514,
05.02.2024 13:50,-4.4116,-4.4296,-4.0616,-3.9426,-4.4696,-3.9916,-0.111,-0.441,-2.9056,-4.9796,-0.878,-1.751,0.215,1.176,3.414,1.573,-0.2927,2.5514,1.4814,4.0874,0.3464,4.5504,2.2724,2.8644,2.3464,1.1824,-2.8876,2.2184,-4.0556,-3.7686,-3.5126,-4.8746,0.0,-3.8856,-3.8246,-3.3156,-4.5566,-2.6706,-0.304,-0.89,-2.3176,-5.0026,0.592,0.167,-0.123,0.398,0.648,-2.4577,-2.264,-0.602,3.2953,0.6906,7.2384,3.1764,4.4294,4.3974,1.5474,0.9254,-3.5586,-3.9966,-2.0886,-4.0376,
05.02.2024 13:55,-4.5579,-4.6279,-4.0099,-3.8039,-4.6199,-3.8559,-0.243,-0.205,-2.9049,-5.0019,-0.948,-1.884,-0.24,0.791,3.545,1.114,-0.7519,2.0915,1.0231,3.6411,0.0011,4.2911,1.7091,2.4601,1.3631,0.4901,-3.0889,1.5371,-3.7159,-4.1689,-2.3799,-4.9139,0.0,-3.9459,-3.7349,-3.2479,-4.5809,-2.5589,-0.177,-0.284,-2.2679,-4.7499,0.648,0.354,-0.355,0.491,0.786,-2.4347,-2.641,-1.0,2.8375,0.2822,6.5421,2.4231,4.1941,4.3211,1.0161,0.2501,-3.6169,-4.8199,-2.5299,-4.1059,
05.02.2024 14:00,-3.5144,-3.7134,-3.3834,-3.1844,-3.7684,-3.3984,-0.401,-0.689,-2.1124,-4.0804,-0.607,-1.604,0.199,0.796,3.727,1.562,-0.3264,2.5378,1.4701,4.0766,0.3896,4.8606,2.0596,2.7326,1.7276,1.0526,-2.6674,2.5586,-3.1304,-2.9084,-2.2714,-3.9334,0.0,-2.9754,-2.9474,-2.4884,-3.8174,-2.0444,-0.112,-0.458,-1.6804,-4.1664,0.89,0.723,0.112,0.799,1.067,-2.4051,-2.317,-0.605,3.2846,0.7036,6.9366,3.0436,4.8646,4.3346,1.6716,1.7186,-2.6874,-3.3574,-1.5174,-3.1854,
05.02.2024 14:05,-3.1907,-3.3067,-3.0757,-2.8367,-3.4537,-2.7027,0.243,0.159,-1.6187,-3.6587,-0.33,-1.234,0.585,1.84,4.251,2.121,0.236,3.1003,2.0299,4.6503,0.7483,5.3553,2.9013,3.2983,2.1123,1.2843,-2.1547,2.7933,-2.9087,-3.2057,-1.8077,-3.5737,0.0,-2.6647,-2.4107,-2.2797,-3.3707,-1.4467,0.702,0.445,-1.0677,-3.7187,1.268,1.118,0.766,1.096,1.494,-2.3655,-1.779,-0.022,3.8445,1.3026,7.3033,2.9823,5.0543,4.6403,2.0363,1.9413,-2.6077,-3.1637,-1.2717,-2.7417,
05.02.2024 14:10,-1.2975,-1.7175,-1.1685,-1.0555,-1.6015,-1.0835,-0.024,-0.252,0.1575,-1.8815,-0.468,-1.375,0.673,1.137,3.955,2.671,0.7859,3.6505,2.5793,5.1845,1.9475,6.2275,3.6785,4.5105,3.1665,2.8095,-0.7175,3.8105,-0.8685,-1.0365,-0.4925,-1.7985,0.0,-0.7745,-0.9645,-0.4865,-1.6865,0.2685,0.236,-0.175,0.4975,-1.9395,1.022,0.577,0.521,0.928,1.254,-2.3925,-1.179,0.576,4.3936,1.828,8.1625,4.0635,5.8605,5.6235,2.7675,2.4025,-0.6355,-1.0535,0.4515,-0.9105,
05.02.2024 14:15,-3.7094,-3.8174,-3.4484,-3.2994,-3.8604,-3.0344,0.19,0.294,-1.8834,-4.1274,-0.395,-1.243,1.191,1.66,4.141,1.869,-0.0186,2.8484,1.7779,4.3876,0.8566,5.0946,2.5716,3.1856,2.3976,0.9726,-2.0924,2.8576,-2.7504,-4.8114,-1.9874,-4.0264,0.0,-3.1714,-2.8824,-2.6164,-3.7884,-1.9204,0.6,0.236,-1.5864,-4.2854,1.392,1.027,0.411,1.145,1.351,-2.3777,-1.928,-0.276,3.5919,1.0358,7.3886,3.1786,4.6696,4.6176,2.0156,0.8916,-2.7754,-3.4784,-1.6424,-3.1724,
05.02.2024 14:20,-1.716,-1.813,-1.268,-1.355,-2.075,-1.171,0.091,0.732,-0.197,-2.226,-0.356,-1.337,0.462,1.523,3.997,2.042,0.1496,3.0187,1.9512,4.567,1.093,5.067,2.53,2.858,1.933,1.39,-0.914,3.102,-0.996,-1.873,-0.373,-2.116,0.0,-1.162,-0.965,-0.86,-1.837,0.084,0.385,0.6,0.407,-2.316,1.318,1.075,0.338,0.999,1.23,-2.3887,-1.796,-0.013,3.765,1.2174,7.142,2.788,4.916,4.619,2.041,1.453,-0.929,-1.204,0.19,-1.253,
05.02.2024 14:25,-3.0656,-3.1766,-2.7526,-2.5956,-3.2626,-2.6636,0.044,0.178,-1.3646,-3.2266,-0.411,-1.312,-0.003,0.882,4.009,1.391,-0.4835,2.3713,1.3006,3.9264,0.4954,4.7974,2.1934,2.5514,1.6624,0.1534,-2.3486,1.9574,-2.4066,-2.0906,-2.0556,-3.3336,0.0,-2.4746,-2.3606,-2.0066,-3.1046,-1.1676,0.993,0.393,-0.9196,-3.1666,1.395,1.347,0.148,1.034,1.395,-2.3864,-2.358,-0.561,3.1157,0.5816,6.8904,2.7614,3.6544,3.7214,1.1744,1.5214,-1.8746,-2.5856,-1.3266,-2.3776,
05.02.2024 14:30,-3.2655,-3.1915,-2.9815,-2.9865,-3.3455,-2.7945,-0.132,-0.975,-1.7195,-3.7945,-0.77,-1.8,0.876,1.117,3.647,1.672,-0.2241,2.6489,1.5809,4.1965,0.7505,5.0275,2.5255,3.0805,2.3315,0.8985,-2.1055,2.5905,-2.8265,-2.6725,-1.8455,-3.6705,0.0,-2.6575,-2.4685,-2.2485,-3.3415,-1.5705,-0.138,-0.101,-1.0955,-3.5995,0.817,0.524,0.239,0.62,0.896,-2.4276,-2.269,-0.436,3.3948,0.8522,7.3075,2.9715,4.6505,4.7095,1.9815,1.7395,-2.5395,-3.1005,-1.3425,-2.7795,
05.02.2024 14:35,-3.1421,-3.1591,-2.9101,-2.7301,-3.1991,-2.4861,0.011,0.292,-1.4571,-3.5561,-0.348,-1.299,0.671,1.228,4.026,1.797,-0.0774,2.7761,1.7068,4.3309,1.2119,5.4539,2.6259,3.5179,2.7209,1.5009,-1.9411,3.3459,-2.2601,-3.5211,-1.7331,-3.5971,0.0,-2.5971,-2.4431,-2.1231,-3.0701,-1.2321,0.601,0.314,-0.9451,-3.5191,1.372,1.068,0.804,1.061,1.305,-2.3914,-2.033,-0.328,3.5204,0.9712,7.5849,3.3849,4.9469,5.1879,2.4289,1.8309,-2.3981,-2.9351,-1.4961,-2.5811,
05.02.2024 14:40,-3.1297,-3.2147,-2.8757,-2.7267,-3.2817,-2.6887,-0.077,-0.25,-1.5477,-3.4537,-0.361,-1.282,0.842,1.237,4.176,1.932,0.0429,2.9127,1.8406,4.4493,1.4243,5.7963,3.0203,3.6603,2.8183,1.5823,-1.5517,3.2373,-2.3007,-1.8497,-1.9177,-3.4877,0.0,-2.5337,-2.5117,-2.2967,-3.1287,-1.4937,0.093,-0.018,-1.0707,-3.4257,1.258,0.964,-0.139,1.13,1.423,-2.3713,-1.897,-0.261,3.6542,1.0854,7.8103,3.4703,5.4243,5.7233,2.3993,1.9213,-2.1237,-2.7237,-0.6757,-2.5097,
05.02.2024 14:45,-2.9582,-3.0002,-2.5902,-2.5652,-3.4872,-2.5932,-0.106,0.353,-1.6502,-3.3362,-0.313,-1.213,0.636,0.071,4.185,1.856,-0.0334,2.8346,1.7642,4.3738,1.2808,5.4848,3.5168,3.7938,2.1928,1.3898,-1.5362,3.1648,-2.8332,-1.9342,-0.8962,-3.5932,0.0,-2.4052,-2.1992,-2.0242,-3.5702,-1.2122,0.328,0.475,-0.9122,-3.4642,1.4,1.528,0.272,1.097,1.37,-2.3744,-2.013,-0.337,3.5783,1.0074,7.6998,3.2908,5.0128,5.0788,2.6508,2.1858,-2.0672,-3.0792,-0.4052,-2.5862,
05.02.2024 14:50,-3.0117,-3.1987,-2.9877,-2.8647,-3.2297,-2.6577,-0.331,-0.248,-1.5697,-3.6747,-0.627,-1.531,0.709,1.415,3.89,1.372,-0.5117,2.3527,1.2817,3.9003,0.8533,5.1753,2.5583,3.4953,2.5963,1.5373,-2.0747,3.1383,-2.4787,-2.3047,-1.2697,-3.5257,0.0,-2.3757,-2.4807,-2.2427,-3.1257,-1.4177,0.238,0.346,-1.0137,-3.4797,0.949,0.668,0.237,0.881,1.132,-2.4062,-2.355,-0.7,3.0956,0.5496,7.3583,3.0223,4.4953,4.4493,2.0933,1.5613,-2.2357,-2.8567,-0.9777,-2.6117,
05.02.2024 14:55,-4.1395,-4.1865,-3.9535,-3.8625,-4.4325,-3.7275,-0.582,-0.969,-2.6615,-4.7585,-1.462,-2.341,-0.357,0.775,3.104,0.688,-1.1864,1.6654,0.598,3.2115,-0.0345,4.3955,1.9805,2.5915,1.3115,0.9785,-2.6835,2.0425,-2.9675,-4.2065,-2.7065,-4.4695,0.0,-3.4845,-3.4395,-3.2715,-4.3425,-2.4745,-0.684,-0.487,-2.1235,-4.6215,0.221,-0.579,-0.133,-0.019,0.326,-2.4977,-3.1,-1.466,2.4114,-0.1372,6.5655,2.6155,4.1345,3.8575,0.8555,0.5395,-3.1785,-4.3515,-2.1505,-3.7065,
05.02.2024 15:00,-3.9838,-3.9718,-3.5668,-3.6218,-4.1498,-3.5378,-0.273,-0.52,-2.4678,-4.6338,-0.879,-1.817,0.218,0.881,3.529,0.735,-1.144,1.7126,0.6435,3.2532,-0.2928,4.0412,1.0052,1.8702,1.1462,0.1692,-3.0658,1.3362,-3.2438,-3.0238,-3.4888,-4.1998,0.0,-3.2678,-3.3288,-2.8848,-4.1078,-2.2678,-0.115,0.448,-1.7838,-4.4498,0.978,0.422,-0.047,0.476,0.705,-2.4434,-3.031,-1.492,2.4573,-0.11,6.2092,2.3692,3.6782,3.7792,0.8722,0.1662,-2.9628,-3.8478,-2.5328,-3.4198,
05.02.2024 15:05,-4.7426,-4.7326,-4.6046,-4.6346,-5.1606,-4.4976,-0.321,-0.7,-3.2176,-5.3706,-0.981,-2.005,-0.348,0.981,3.422,0.087,-1.7849,1.0651,-0.0041,2.6114,-0.4006,3.6654,0.8514,1.4274,1.3034,-0.0976,-3.5846,1.4444,-3.8636,-4.5536,-3.7566,-5.0976,0.0,-4.0386,-3.9976,-4.0456,-4.9386,-3.1406,-0.302,-0.738,-2.7316,-5.3526,0.749,1.33,-0.13,0.344,0.615,-2.4501,-3.691,-2.103,1.8096,-0.76,5.8364,1.7474,2.9484,3.0314,0.4484,0.0844,-3.6876,-4.6496,-2.5326,-4.1496,
05.02.2024 15:10,-3.5547,-3.6987,-3.3717,-3.3027,-3.6717,-3.0837,-0.243,-0.519,-1.7307,-4.0797,-0.883,-1.853,-0.04,0.983,3.528,1.173,-0.7016,2.1535,1.0829,3.7123,0.7003,4.8493,2.3513,3.1663,2.3393,0.9703,-1.8607,3.4023,-3.1077,-3.6947,-2.0947,-3.9907,0.0,-2.9927,-2.9437,-2.6357,-3.6677,-1.7587,-0.098,-0.497,-1.5327,-4.1327,0.82,0.353,0.22,0.489,0.754,-2.4395,-2.468,-0.905,2.8969,0.3584,7.2363,3.3053,4.5693,4.5753,1.7513,1.8253,-2.6907,-3.7617,-1.8397,-3.1367,
05.02.2024 15:15,-5.2792,-5.3812,-5.1092,-4.9922,-5.6582,-4.9932,-1.157,-1.575,-3.7382,-5.7932,-1.907,-2.846,-0.943,0.026,2.457,-0.013,-1.8839,0.9655,-0.1036,2.5188,-0.8552,3.3098,0.6358,1.3508,0.4168,-0.8272,-4.3492,0.9058,-4.2752,-4.8512,-3.9952,-5.7622,0.0,-4.6952,-4.5122,-4.4892,-5.4162,-3.6782,-1.254,-1.617,-3.2002,-5.6952,-0.225,-0.685,-0.972,-0.492,-0.262,-2.5431,-3.731,-2.114,1.7106,-0.846,5.4278,0.9048,2.9058,2.9498,0.1228,-0.5602,-4.4772,-4.9192,-3.4212,-4.7272,
05.02.2024 15:20,-4.4585,-4.5945,-4.1205,-4.2105,-4.7655,-3.9655,-0.953,-1.074,-2.8435,-4.8265,-1.994,-2.895,-1.449,-0.682,2.448,0.06,-1.8168,1.038,-0.0312,2.5975,-0.4495,3.7335,0.3165,1.6285,1.0965,-0.4525,-3.4745,1.2305,-3.9355,-3.9305,-3.1995,-4.8355,0.0,-3.8105,-3.8845,-3.5125,-4.4855,-2.6835,-0.984,-1.475,-2.2855,-4.6485,-0.156,-0.989,-0.928,-0.643,-0.264,-2.5307,-3.64,-2.028,1.7831,-0.751,5.8405,1.8155,2.8605,3.3765,0.6965,0.1625,-3.5095,-4.3595,-2.4465,-3.9015,
05.02.2024 15:25,-2.4616,-2.4126,-2.2716,-1.9176,-2.7626,-2.0776,-0.291,-0.456,-1.1526,-3.1276,-1.211,-2.113,-0.116,0.762,3.379,0.745,-1.126,1.7227,0.6543,3.2734,0.8094,4.5944,1.9274,3.0874,1.9314,0.6714,-1.6766,2.7514,-1.7506,-2.3736,-1.0596,-2.9176,0.0,-1.8916,-1.7916,-1.4526,-2.7486,-0.8636,-0.253,0.17,-0.3066,-2.7526,0.695,-0.348,-0.494,0.352,0.482,-2.4685,-2.93,-1.4,2.4678,-0.0878,6.9584,2.2194,3.9774,4.4734,1.9424,1.1034,-1.6876,-2.3676,-1.1456,-1.9696,
05.02.2024 15:30,-2.682,-2.768,-2.367,-2.257,-2.81,-2.056,-0.424,-0.35,-0.897,-3.081,-0.956,-1.892,-0.105,1.088,3.651,0.801,-1.0791,1.7812,0.7115,3.34,1.051,4.569,2.045,3.133,2.362,0.78,-1.687,2.682,-1.962,-1.559,-1.177,-3.11,0.0,-2.097,-1.882,-1.615,-2.602,-0.793,-0.259,-0.268,-0.419,-3.02,0.813,0.428,0.212,0.551,0.749,-2.4418,-2.964,-1.308,2.5243,-0.0126,7.249,3.042,3.947,4.381,1.924,1.68,-1.809,-2.558,-0.72,-2.172,
05.02.2024 15:35,-3.2391,-3.3431,-2.9741,-2.7841,-3.1861,-2.6751,-0.57,-0.888,-1.6711,-3.6641,-1.475,-2.428,-0.514,0.229,3.01,0.599,-1.2858,1.5748,0.5075,3.1279,0.0999,3.8879,1.4499,2.6519,1.9709,0.3209,-2.2411,2.3549,-2.9021,-3.7301,-2.0731,-3.7081,0.0,-2.6191,-2.7191,-1.9651,-3.2061,-1.5021,-0.594,-0.51,-1.0811,-3.4451,0.192,-0.58,-0.184,0.059,0.234,-2.4995,-3.233,-1.565,2.3212,-0.2324,6.7029,2.2689,3.3039,3.7759,1.5779,1.6249,-2.3481,-3.3791,-1.4391,-2.7481,
05.02.2024 15:40,-3.3341,-3.3511,-3.2931,-3.2821,-3.5731,-3.1731,-1.056,-1.335,-1.9431,-3.8501,-1.491,-2.527,-0.744,-0.075,3.154,0.04,-1.8382,1.0212,-0.0489,2.5829,-0.1001,4.0849,1.5199,2.1769,2.1709,0.9129,-2.4761,2.5279,-2.6831,-3.3601,-2.0321,-3.8421,0.0,-2.6591,-2.6441,-2.5451,-3.4461,-1.8031,-0.667,-1.235,-1.3231,-3.9091,0.158,-0.104,-1.029,0.098,0.243,-2.4799,-3.693,-1.955,1.7648,-0.762,6.4429,1.7059,3.8479,3.6619,1.5559,1.3759,-2.7441,-3.5121,-2.1421,-2.9191,
05.02.2024 15:45,-0.7144,-1.0154,-0.3924,-0.3494,-0.8094,-0.1864,-0.027,-0.219,0.9736,-1.1514,-0.471,-1.492,0.438,1.072,4.052,1.884,0.0136,2.8636,1.7946,4.4246,2.8216,6.3736,4.1846,4.8886,4.3976,3.0846,0.4566,4.9116,-0.2204,-1.0024,0.5586,-1.1534,0.0,-0.1674,-0.1694,0.2086,-0.8824,1.1516,0.468,0.702,1.4356,-0.9644,1.122,1.148,0.246,0.952,1.22,-2.3902,-1.791,-0.176,3.6078,1.0836,8.9146,4.3126,6.7076,6.8136,3.9856,3.1956,0.0566,-0.4784,0.9756,-0.2104,
05.02.2024 15:50,-2.6926,-3.4066,-2.5216,-2.7406,-3.3066,-2.4776,-0.005,-0.577,-1.6416,-3.4756,-0.582,-1.607,0.262,0.646,3.878,1.353,-0.5244,2.3335,1.2629,3.8864,1.6644,5.2834,2.8234,3.5164,2.4594,1.8304,-1.8466,3.2314,-2.1826,-3.9666,-1.7436,-3.2376,0.0,-2.1606,-2.4516,-2.0076,-3.3586,-1.3776,0.009,0.164,-0.8386,-3.3416,0.974,0.538,0.177,0.743,1.074,-2.4123,-2.366,-0.771,3.0766,0.514,7.5634,3.1994,4.9224,5.0054,2.2744,2.0084,-1.9176,-2.7206,-0.6716,-2.4076,
05.02.2024 15:55,-1.695,-1.786,-1.498,-1.492,-1.872,-1.377,-0.059,-0.557,-0.154,-2.085,-0.526,-1.598,0.6,0.033,3.724,1.183,-0.6937,2.1638,1.0933,3.714,1.319,5.596,2.847,4.191,3.192,1.857,-0.639,3.305,-1.294,-1.181,0.309,-2.003,0.0,-1.003,-0.963,-0.685,-1.712,0.024,-0.28,0.067,0.449,-2.186,1.098,0.96,0.124,0.778,1.05,-2.3986,-2.582,-0.885,2.9071,0.3706,7.918,4.023,5.17,5.729,2.592,3.101,-0.857,-2.227,0.249,-1.15,
05.02.2024 16:00,-2.4453,-2.5483,-2.1683,-2.1473,-2.5743,-1.9773,-0.916,-0.289,-0.8053,-2.8373,-1.113,-2.152,0.142,0.674,3.311,1.057,-0.8222,2.0339,0.9667,3.5857,1.2527,5.1437,2.6107,3.3447,2.5297,1.2627,-1.6443,3.2037,-2.0573,-2.4173,-1.2343,-2.8433,0.0,-1.7853,-1.8163,-1.5273,-2.4603,-0.6293,-0.352,0.046,-0.2893,-2.8253,0.528,0.263,-0.387,0.277,0.568,-2.4557,-2.77,-1.1,2.78,0.228,7.4047,3.3737,4.5717,4.8527,2.0287,1.4977,-1.5313,-2.3823,-0.3253,-1.8773,
